st,stf
LA,22
AL,1
MS,28
MS,28
AL,1
MS,28
AL,1
MS,28
AL,1
AL,1
AL,1
GA,13
GA,13
SC,45
SC,45
MD,24
OR,41
MO,29
MO,29
MO,29
MO,29
OK,40
AR,5
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
IL,17
MO,29
IL,17
IL,17
IL,17
MO,29
MO,29
LA,22
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
TX,48
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
TX,48
LA,22
AL,1
HI,15
AR,5
AR,5
AR,5
KY,21
KY,21
LA,22
MS,28
KY,21
TN,47
TN,47
TN,47
AL,1
AL,1
CA,6
OK,40
KS,20
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
IN,18
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IN,18
IN,18
IN,18
IN,18
IN,18
KY,21
OH,39
KY,21
KY,21
TN,47
AL,1
TN,47
TN,47
TN,47
AL,1
SC,45
AL,1
AL,1
AL,1
SC,45
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
NC,37
NC,37
NC,37
TX,48
TX,48
LA,22
LA,22
LA,22
MS,28
MS,28
LA,22
MS,28
LA,22
LA,22
LA,22
MS,28
MS,28
AL,1
AL,1
AL,1
FL,12
FL,12
GA,13
FL,12
VA,51
VA,51
MS,28
ID,16
CA,6
SC,45
TX,48
CA,6
NE,31
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
PA,42
CA,6
TN,47
TN,47
TN,47
TN,47
AL,1
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
LA,22
LA,22
LA,22
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
TN,47
TN,47
TN,47
TN,47
LA,22
OH,39
KY,21
LA,22
KY,21
KY,21
LA,22
KY,21
MS,28
KY,21
MS,28
TN,47
MS,28
LA,22
LA,22
LA,22
LA,22
MS,28
MS,28
GA,13
GA,13
MS,28
NC,37
GA,13
GA,13
MD,24
MD,24
CA,6
VA,51
VA,51
KY,21
VA,51
TN,47
NC,37
TN,47
TN,47
TN,47
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
IA,19
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
WI,55
MO,29
TX,48
TX,48
TX,48
TX,48
AL,1
OK,40
OK,40
KS,20
OK,40
KS,20
KS,20
KS,20
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
KS,20
OK,40
KS,20
OR,41
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
AR,5
OK,40
AR,5
TX,48
OK,40
AR,5
AR,5
AR,5
AR,5
OK,40
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
MS,28
MS,28
MS,28
AL,1
MS,28
AL,1
MS,28
MS,28
AL,1
MS,28
AL,1
AL,1
MS,28
MO,29
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
AL,1
MS,28
AL,1
AL,1
AL,1
AL,1
AL,1
MS,28
AL,1
AL,1
MS,28
AL,1
AL,1
AL,1
AL,1
IL,17
AL,1
AL,1
AL,1
AL,1
IL,17
AL,1
IL,17
GA,13
AL,1
AL,1
MS,28
AL,1
AL,1
KY,21
KY,21
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
GA,13
NC,37
NC,37
VA,51
NC,37
VA,51
NC,37
NC,37
SC,45
SC,45
VA,51
NC,37
NC,37
NC,37
SC,45
NC,37
VA,51
NC,37
NC,37
SC,45
NC,37
NC,37
NC,37
NC,37
NC,37
SC,45
SC,45
VA,51
SC,45
NC,37
SC,45
NC,37
VA,51
VA,51
NC,37
VA,51
NC,37
NC,37
NC,37
NC,37
VA,51
VA,51
VA,51
MD,24
MD,24
NC,37
MD,24
MD,24
NC,37
NC,37
PA,42
NC,37
NC,37
NC,37
NC,37
NC,37
MO,29
MO,29
IL,17
OK,40
OK,40
IL,17
IL,17
IL,17
IL,17
IL,17
OK,40
OK,40
MO,29
MO,29
IL,17
IL,17
IN,18
IL,17
IL,17
IL,17
IN,18
IL,17
IN,18
IN,18
IL,17
IL,17
IL,17
IL,17
MO,29
IL,17
IL,17
IL,17
IN,18
IL,17
IN,18
IL,17
IN,18
IN,18
IN,18
OH,39
IN,18
IN,18
IN,18
IN,18
IN,18
IN,18
OH,39
OH,39
IN,18
IN,18
OH,39
IN,18
KY,21
OH,39
IN,18
IN,18
IN,18
IN,18
IN,18
IN,18
IN,18
IN,18
OH,39
IN,18
IN,18
KY,21
OH,39
IN,18
KY,21
KY,21
OH,39
OH,39
OH,39
KY,21
OH,39
OH,39
OH,39
OH,39
OH,39
AL,1
TX,48
MS,28
TX,48
TX,48
TX,48
TX,48
TX,48
OK,40
OK,40
AR,5
AR,5
MO,29
OK,40
OK,40
AR,5
OK,40
MO,29
OK,40
OK,40
MO,29
OK,40
IL,17
IL,17
IL,17
KY,21
KY,21
IN,18
KY,21
MO,29
KY,21
KY,21
KY,21
IL,17
KY,21
KY,21
IL,17
AR,5
TX,48
MO,29
NV,32
TX,48
TX,48
TX,48
TX,48
OK,40
TX,48
TX,48
OK,40
TX,48
AR,5
AR,5
TX,48
TX,48
OK,40
AR,5
TX,48
TX,48
TX,48
TX,48
KY,21
TX,48
AR,5
AR,5
AR,5
AR,5
AR,5
OK,40
TX,48
AR,5
MO,29
MO,29
AR,5
AR,5
AR,5
MO,29
AR,5
AR,5
TX,48
TX,48
AR,5
TX,48
TX,48
AR,5
AR,5
AR,5
AR,5
TX,48
TX,48
TX,48
TX,48
TN,47
TN,47
KY,21
TX,48
KY,21
KY,21
KY,21
IN,18
IN,18
MS,28
MS,28
NC,37
TX,48
NY,36
MI,26
TX,48
AR,5
TX,48
OK,40
AR,5
TX,48
FL,12
AR,5
TX,48
AR,5
AR,5
TX,48
TX,48
TX,48
TX,48
AR,5
KY,21
KY,21
TX,48
LA,22
TX,48
TX,48
TX,48
TX,48
KY,21
KY,21
TN,47
TX,48
NY,36
TX,48
LA,22
TN,47
KY,21
LA,22
LA,22
LA,22
LA,22
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
MS,28
LA,22
MS,28
MS,28
MS,28
MS,28
LA,22
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
AL,1
MS,28
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
TN,47
TN,47
TN,47
AL,1
AL,1
TN,47
TN,47
AL,1
AL,1
AL,1
TN,47
AL,1
AL,1
AL,1
TN,47
AL,1
AL,1
AL,1
AL,1
KY,21
AL,1
AL,1
AL,1
AL,1
AL,1
TN,47
TN,47
AL,1
TN,47
TN,47
AL,1
KY,21
AL,1
AL,1
GA,13
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
OH,39
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
MS,28
TN,47
TN,47
TN,47
TN,47
MS,28
MS,28
TN,47
AL,1
MS,28
MS,28
AR,5
MS,28
AR,5
TN,47
AL,1
AR,5
MS,28
MO,29
AR,5
MS,28
MS,28
AL,1
MS,28
MS,28
TN,47
AL,1
MO,29
MS,28
AL,1
MS,28
AL,1
IN,18
AL,1
TN,47
AL,1
MS,28
AL,1
TN,47
TN,47
TN,47
TN,47
VA,51
PA,42
TN,47
AL,1
MS,28
MS,28
VA,51
TN,47
TN,47
AL,1
MD,24
TN,47
TN,47
TN,47
MD,24
MD,24
AL,1
VA,51
AL,1
TN,47
TN,47
TN,47
AL,1
TN,47
NY,36
TN,47
AL,1
GA,13
AL,1
VA,51
TN,47
VA,51
TN,47
TN,47
TN,47
TN,47
AL,1
AL,1
TN,47
GA,13
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
AL,1
VA,51
AL,1
TN,47
VA,51
AL,1
TN,47
TN,47
AL,1
GA,13
TN,47
TN,47
GA,13
NC,37
VA,51
TN,47
AL,1
TN,47
WV,54
TN,47
GA,13
VA,51
TN,47
GA,13
GA,13
VA,51
VA,51
NC,37
GA,13
TN,47
VA,51
GA,13
NY,36
MD,24
MD,24
VA,51
NY,36
VA,51
VA,51
PA,42
GA,13
PA,42
VA,51
NY,36
NC,37
NC,37
GA,13
VA,51
VA,51
NY,36
NY,36
NY,36
FL,12
PA,42
PA,42
PA,42
PA,42
MD,24
MD,24
SC,45
SC,45
MD,24
SC,45
MD,24
VA,51
MD,24
MD,24
NC,37
NC,37
NC,37
NC,37
NC,37
GA,13
NC,37
NC,37
NC,37
NC,37
TX,48
TX,48
TX,48
AR,5
CO,8
IL,17
IL,17
SD,46
NE,31
NE,31
SD,46
SD,46
SD,46
MN,27
NE,31
TX,48
TX,48
NE,31
NE,31
IA,19
IA,19
IA,19
IA,19
OK,40
OK,40
IA,19
IA,19
MO,29
MO,29
MO,29
NE,31
NE,31
NE,31
LA,22
IL,17
LA,22
OH,39
OH,39
MD,24
CO,8
MD,24
CO,8
PA,42
PA,42
CO,8
MD,24
KS,20
KS,20
OK,40
KS,20
CO,8
KS,20
OK,40
OK,40
TX,48
KS,20
AR,5
OK,40
TX,48
AR,5
TX,48
MT,30
TX,48
KS,20
KS,20
MN,27
KS,20
OK,40
KS,20
MO,29
OK,40
OK,40
OK,40
OK,40
KS,20
TX,48
KS,20
KS,20
KS,20
KS,20
MN,27
IA,19
WI,55
MO,29
IA,19
MN,27
IA,19
IA,19
MN,27
MO,29
IA,19
MO,29
WI,55
IA,19
MN,27
KS,20
IN,18
WI,55
MO,29
WI,55
MO,29
WI,55
WI,55
WI,55
MO,29
TX,48
IL,17
WI,55
IL,17
OK,40
IL,17
OK,40
OK,40
IL,17
IL,17
MO,29
OK,40
WI,55
WI,55
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
ND,38
OK,40
AR,5
MO,29
MO,29
PA,42
OK,40
IN,18
PA,42
MI,26
IL,17
PA,42
IN,18
OK,40
OH,39
PA,42
OH,39
TN,47
OH,39
OH,39
KS,20
CO,8
OK,40
OK,40
KS,20
KS,20
OK,40
OK,40
VA,51
OK,40
KS,20
OK,40
KS,20
KS,20
OK,40
KS,20
OK,40
TX,48
OK,40
KS,20
OK,40
KS,20
OK,40
TX,48
OK,40
OK,40
KS,20
KS,20
OK,40
TX,48
TX,48
TX,48
TX,48
KS,20
TX,48
TX,48
OK,40
OK,40
OK,40
TX,48
OK,40
OK,40
OK,40
TX,48
OK,40
OK,40
AR,5
AR,5
MO,29
IL,17
IL,17
IL,17
IN,18
IN,18
IN,18
IN,18
IN,18
KS,20
KS,20
KS,20
MO,29
KS,20
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
OH,39
MO,29
MO,29
AR,5
IN,18
IN,18
MO,29
MO,29
MO,29
IA,19
MO,29
MO,29
MO,29
MO,29
IA,19
OH,39
MO,29
OH,39
MO,29
IL,17
IL,17
OH,39
AR,5
MO,29
IL,17
MO,29
OH,39
IL,17
IL,17
IL,17
AR,5
IL,17
IL,17
IN,18
CA,6
CA,6
IL,17
IL,17
IL,17
LA,22
IN,18
KY,21
IN,18
LA,22
IN,18
IN,18
AR,5
IN,18
IN,18
IN,18
CA,6
IN,18
IN,18
IN,18
KY,21
IN,18
IN,18
IN,18
IN,18
LA,22
AL,1
AL,1
OH,39
AL,1
AL,1
TX,48
AL,1
AL,1
TX,48
AL,1
OH,39
OH,39
TN,47
MS,28
OH,39
PA,42
LA,22
PA,42
PA,42
PA,42
PA,42
PA,42
PA,42
OH,39
OH,39
PA,42
SC,45
WA,53
PA,42
PA,42
ND,38
ND,38
MN,27
MN,27
MI,26
MI,26
MI,26
PA,42
CO,8
NE,31
NE,31
NE,31
SD,46
NE,31
NE,31
SD,46
SD,46
ND,38
ND,38
ND,38
MN,27
ND,38
MN,27
MN,27
MI,26
ME,23
MA,25
ME,23
MA,25
MA,25
MA,25
NE,31
KS,20
CA,6
KS,20
KS,20
KS,20
ND,38
MT,30
MT,30
ND,38
ME,23
ME,23
WI,55
ME,23
CT,9
KS,20
IL,17
CO,8
CO,8
WY,56
TX,48
OK,40
OK,40
TX,48
OK,40
PA,42
PA,42
MD,24
MD,24
WY,56
WY,56
MT,30
ND,38
SD,46
ND,38
ND,38
ND,38
AR,5
NE,31
ND,38
SD,46
SD,46
SD,46
NE,31
MO,29
IL,17
IL,17
IL,17
AR,5
KS,20
SD,46
NE,31
NE,31
CO,8
CO,8
OK,40
KS,20
OK,40
OK,40
OK,40
MO,29
MO,29
MO,29
MO,29
MO,29
IL,17
IN,18
KY,21
KY,21
IA,19
WI,55
NE,31
CO,8
NE,31
KS,20
NE,31
MO,29
IA,19
IL,17
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
ND,38
KS,20
KS,20
KS,20
KS,20
KS,20
ND,38
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
KS,20
NE,31
NE,31
NE,31
KS,20
KS,20
KS,20
NE,31
NE,31
NE,31
IA,19
TX,48
IA,19
IA,19
IA,19
MN,27
WI,55
WI,55
WI,55
WI,55
TX,48
TX,48
IL,17
IL,17
MI,26
MS,28
TN,47
IN,18
KY,21
KY,21
KY,21
KY,21
ID,16
TN,47
TN,47
NE,31
NE,31
NE,31
IN,18
IN,18
MO,29
IA,19
IA,19
MO,29
MO,29
MO,29
MO,29
OH,39
OH,39
OH,39
MT,30
MT,30
TX,48
SD,46
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
WI,55
CO,8
CO,8
KS,20
WY,56
WY,56
WY,56
WY,56
ND,38
MN,27
MN,27
MN,27
ND,38
ND,38
ND,38
MN,27
CO,8
FL,12
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
CO,8
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
MN,27
IA,19
CO,8
CO,8
NM,35
NE,31
NE,31
NE,31
ND,38
MN,27
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
MN,27
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
SD,46
CO,8
TX,48
WI,55
ND,38
ND,38
ND,38
ND,38
ND,38
ND,38
IN,18
MN,27
MN,27
AZ,4
MI,26
NY,36
NY,36
VT,50
SD,46
SD,46
SD,46
IL,17
IL,17
NY,36
PA,42
PA,42
NY,36
NY,36
MT,30
MN,27
MN,27
MN,27
FL,12
NM,35
FL,12
NC,37
TX,48
PR,72
MI,26
WI,55
NJ,34
MI,26
MT,30
OK,40
NE,31
MI,26
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
TX,48
SD,46
SD,46
NC,37
NC,37
NE,31
NE,31
NE,31
NE,31
MI,26
WI,55
MI,26
NY,36
NH,33
WI,55
WI,55
WI,55
WI,55
CO,8
UT,49
OH,39
TX,48
TX,48
MD,24
MD,24
CO,8
NC,37
NC,37
NC,37
VA,51
VA,51
DE,10
NJ,34
NY,36
NY,36
NE,31
MT,30
AZ,4
MS,28
LA,22
AL,1
LA,22
AL,1
FL,12
FL,12
MS,28
MS,28
FL,12
MS,28
AL,1
NY,36
MS,28
MS,28
MS,28
MS,28
AL,1
FL,12
GA,13
SC,45
NC,37
VA,51
NC,37
NC,37
VA,51
NC,37
NC,37
MD,24
MD,24
AZ,4
MD,24
TX,48
OK,40
OK,40
OK,40
MO,29
MS,28
FL,12
NY,36
AR,5
MS,28
KY,21
MS,28
KY,21
IN,18
IN,18
MI,26
NC,37
WA,53
KS,20
KS,20
KS,20
KS,20
TX,48
FL,12
TX,48
AR,5
VA,51
VA,51
VA,51
VA,51
VA,51
VA,51
VA,51
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
TX,48
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
TX,48
OK,40
TX,48
TX,48
LA,22
LA,22
TX,48
LA,22
LA,22
TX,48
LA,22
NY,36
NY,36
IN,18
TX,48
LA,22
LA,22
MS,28
MS,28
MS,28
AL,1
AL,1
AL,1
AL,1
AL,1
NC,37
GA,13
SC,45
SC,45
SC,45
GA,13
SC,45
NC,37
VA,51
GA,13
NC,37
AR,5
LA,22
AL,1
LA,22
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
GA,13
GA,13
GA,13
GA,13
GA,13
GA,13
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
NC,37
NC,37
NC,37
IN,18
IN,18
IN,18
IN,18
IN,18
KY,21
KY,21
KY,21
KY,21
TN,47
MS,28
GA,13
GA,13
GA,13
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
AR,5
IL,17
MS,28
IL,17
MS,28
KY,21
TN,47
KY,21
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
MS,28
LA,22
MS,28
LA,22
AL,1
AL,1
FL,12
LA,22
MS,28
TX,48
TX,48
TX,48
LA,22
LA,22
GA,13
SC,45
GA,13
SC,45
SC,45
VA,51
NE,31
KS,20
KS,20
KS,20
KS,20
KS,20
NE,31
KS,20
KS,20
KS,20
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
MO,29
IL,17
IL,17
IL,17
KY,21
IN,18
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
KY,21
TN,47
TN,47
TN,47
TN,47
VA,51
TN,47
AL,1
AL,1
KY,21
AL,1
AL,1
AL,1
IL,17
TN,47
TN,47
IL,17
IN,18
TN,47
IN,18
KY,21
IN,18
NC,37
AL,1
KY,21
KY,21
KY,21
IN,18
KY,21
KY,21
TN,47
IN,18
KY,21
KY,21
KY,21
KY,21
KY,21
AL,1
AL,1
KY,21
TN,47
KY,21
KY,21
OH,39
OH,39
OH,39
KY,21
OH,39
OH,39
TN,47
OH,39
AL,1
KY,21
TN,47
TN,47
TN,47
TN,47
KY,21
AL,1
TN,47
KY,21
AL,1
MS,28
WV,54
MS,28
NC,37
GA,13
TN,47
TN,47
VA,51
NC,37
VA,51
GA,13
TN,47
TN,47
AL,1
AL,1
AL,1
MS,28
NC,37
SC,45
GA,13
GA,13
FL,12
GA,13
HI,15
TX,48
LA,22
LA,22
MI,26
MI,26
MI,26
MI,26
CA,6
OK,40
OK,40
OK,40
OK,40
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
TX,48
KS,20
MN,27
TX,48
TX,48
OK,40
TX,48
AR,5
AR,5
TX,48
TX,48
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
LA,22
NC,37
LA,22
MS,28
MS,28
MS,28
LA,22
LA,22
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
AL,1
MO,29
MO,29
IL,17
IL,17
AL,1
IL,17
IL,17
KY,21
GA,13
KY,21
IN,18
OH,39
OH,39
FL,12
KS,20
KS,20
KS,20
TX,48
FL,12
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
MO,29
MO,29
MO,29
FL,12
TX,48
TX,48
TX,48
TX,48
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
TX,48
TX,48
CA,6
NE,31
OK,40
OK,40
OK,40
OK,40
NV,32
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
NE,31
KS,20
IA,19
NE,31
NE,31
KS,20
KS,20
OK,40
OK,40
KS,20
KS,20
KS,20
OK,40
OK,40
KS,20
KS,20
NE,31
KS,20
NE,31
KS,20
NE,31
KS,20
NE,31
OK,40
NE,31
OK,40
NE,31
IA,19
NE,31
NE,31
NE,31
KS,20
NE,31
OK,40
NE,31
KS,20
NE,31
KS,20
OK,40
OK,40
IA,19
KS,20
KS,20
OK,40
OK,40
KS,20
OK,40
OK,40
KS,20
OK,40
IA,19
OK,40
KS,20
KS,20
OK,40
KS,20
KS,20
KS,20
KS,20
KS,20
IA,19
KS,20
KS,20
IA,19
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
NE,31
OK,40
KS,20
NE,31
IA,19
OK,40
OK,40
NE,31
NE,31
NE,31
NE,31
NE,31
NE,31
SD,46
MN,27
MN,27
AR,5
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
FL,12
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
IA,19
IA,19
MO,29
TN,47
TN,47
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
KS,20
KS,20
KS,20
TX,48
OK,40
MO,29
KS,20
KS,20
KS,20
KS,20
KS,20
OK,40
OK,40
KS,20
OK,40
OK,40
OK,40
OK,40
TX,48
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
OK,40
IN,18
KY,21
IL,17
IL,17
IN,18
IL,17
MN,27
MN,27
MN,27
IL,17
OH,39
OH,39
MN,27
IN,18
IN,18
IA,19
PA,42
NE,31
IA,19
MN,27
MN,27
MN,27
MN,27
MN,27
MN,27
IA,19
IA,19
MN,27
IA,19
MN,27
IA,19
IL,17
MO,29
MO,29
IL,17
KS,20
KS,20
TX,48
FL,12
LA,22
AZ,4
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
FL,12
AL,1
NM,35
NC,37
SC,45
WY,56
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
TX,48
ND,38
ND,38
LA,22
IA,19
NE,31
WI,55
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
KS,20
NE,31
NE,31
NE,31
NE,31
WI,55
FL,12
FL,12
VT,50
OK,40
SC,45
OK,40
NC,37
KS,20
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
KS,20
KS,20
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
MD,24
PA,42
FL,12
NC,37
PA,42
MD,24
MD,24
MD,24
PA,42
SD,46
MD,24
VA,51
MD,24
VA,51
VA,51
MD,24
SD,46
VA,51
SD,46
SD,46
CO,8
CO,8
CO,8
CO,8
ND,38
ND,38
ND,38
MN,27
AR,5
TX,48
MO,29
MT,30
MT,30
MT,30
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
CO,8
SD,46
WY,56
WY,56
CO,8
CO,8
WY,56
CO,8
CO,8
CO,8
MI,26
AL,1
MN,27
SC,45
SC,45
SC,45
TX,48
NM,35
NM,35
TX,48
CO,8
CO,8
KS,20
CO,8
CO,8
MN,27
SD,46
MN,27
SD,46
MN,27
MN,27
MI,26
ND,38
ND,38
NE,31
SD,46
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
FL,12
VA,51
NH,33
FL,12
LA,22
VA,51
NE,31
MN,27
NM,35
CO,8
NC,37
FL,12
ND,38
LA,22
VA,51
MD,24
PA,42
FL,12
NH,33
KS,20
GA,13
NE,31
LA,22
LA,22
ND,38
NY,36
MA,25
NV,32
NM,35
ME,23
PA,42
NY,36
NY,36
NY,36
NY,36
NY,36
PA,42
PA,42
CO,8
FL,12
NC,37
NC,37
IL,17
SC,45
SD,46
SD,46
IN,18
OH,39
MD,24
NE,31
MN,27
WI,55
MS,28
NY,36
RI,44
NC,37
CA,6
NC,37
MS,28
UT,49
TX,48
CO,8
MN,27
PA,42
FL,12
FL,12
FL,12
FL,12
MS,28
FL,12
MS,28
AL,1
MS,28
MS,28
MS,28
AL,1
IL,17
IL,17
IL,17
IL,17
MO,29
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
IL,17
AR,5
AR,5
MO,29
MO,29
ID,16
ID,16
IN,18
MO,29
DE,10
NJ,34
WI,55
OH,39
NY,36
CA,6
PR,72
KS,20
TN,47
AL,1
NC,37
NC,37
CO,8
IL,17
CO,8
PA,42
PA,42
CO,8
CO,8
TX,48
TX,48
MS,28
MS,28
NE,31
AL,1
TN,47
NC,37
NC,37
TN,47
NC,37
NC,37
TN,47
NM,35
TX,48
TX,48
OK,40
TX,48
MO,29
AR,5
KY,21
AL,1
AR,5
AR,5
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MS,28
MD,24
PA,42
CA,6
CA,6
CA,6
CA,6
CA,6
CA,6
MN,27
MN,27
MN,27
MN,27
LA,22
CA,6
MO,29
MS,28
MS,28
MS,28
AL,1
LA,22
MS,28
LA,22
FL,12
FL,12
FL,12
TX,48
TX,48
TX,48
GA,13
GA,13
GA,13
AR,5
AR,5
AL,1
FL,12
CA,6
TX,48
TX,48
LA,22
LA,22
LA,22
LA,22
LA,22
MS,28
AL,1
MS,28
AL,1
MS,28
MS,28
AL,1
AL,1
MS,28
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
LA,22
AL,1
AL,1
AL,1
AL,1
AL,1
AL,1
NC,37
LA,22
LA,22
LA,22
KY,21
LA,22
LA,22
LA,22
TN,47
MS,28
MS,28
OK,40
MO,29
MO,29
OK,40
MO,29
AR,5
MO,29
AR,5
TX,48
MS,28
AR,5
MO,29
MO,29
AR,5
MO,29
MO,29
LA,22
IL,17
IL,17
MS,28
KY,21
IN,18
KY,21
KY,21
KY,21
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
TN,47
KY,21
TN,47
TN,47
TN,47
TN,47
IN,18
TN,47
TN,47
TN,47
TN,47
TN,47
KY,21
TN,47
TN,47
KY,21
TN,47
KY,21
TN,47
MS,28
TN,47
KY,21
TN,47
AL,1
TN,47
KY,21
AL,1
AL,1
AL,1
GA,13
GA,13
GA,13
GA,13
TX,48
MS,28
MS,28
AL,1
MS,28
AL,1
MS,28
MS,28
FL,12
TX,48
LA,22
AR,5
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
TX,48
LA,22
LA,22
TX,48
TX,48
TX,48
TX,48
TX,48
CA,6
CA,6
TX,48
LA,22
LA,22
MS,28
MS,28
LA,22
FL,12
LA,22
FL,12
NC,37
GA,13
TN,47
TN,47
TN,47
TN,47
AL,1
AL,1
